
========== Episode 1 ==========
[00:00:21] 好考一下大。
[01:37:53] 好，我讲一下这个断男女，
[01:37:57] 断男女的这个方法，希望大家多去实战。
[01:38:03] 我们在原来有有几次，我记得有一次就上课的时候，突然来了一个电话，
[01:38:10] 就在上课的过程中有人在打电话就问什么时候生生孩子生女儿。
[01:38:16] 然后我当时就断，第二天早上六点钟生生的是女儿，结果过了早，
[01:38:21] 第二天早上是快六点钟的时候生的，反正六弟的时候医生都没上班。
[01:38:27] 但是就傍夜的时候那个了，对吧？
[01:38:30] 也动过好几次，但是我始终对这个做男女的话，
[01:38:37] 反正我自自我感觉反正总还是懵，可能是断的太少，
[01:38:42] 因为很少有人来问你是生男还是生女。
[01:38:45] 好，我把方法来讲一下。
[01:38:48] 圣男生女的话是两套方法来看。
[01:38:51] 第一套是选出求策人的这个用神，就是母亲的用神。
[01:38:56] 选出来之后，然后后来看实干，
[01:39:03] 根据实干跟他的阴阳区别来判断是男是女，这是第一条。
[01:39:13] 这个你们都懂。
[01:39:15] 他是这么看的，对不对？
[01:39:18] 第二条。
[01:39:23] 事主地旁站。
[01:39:29] 第三，实干的组合。
[01:39:41] 第一旁干就是他他他的他他肚子里的那个人是吧？
[01:39:46] 里面如果是说羊干的，可能是男的，这个阴干的话可能是女的。
[01:39:53] 好，还有就是实干，实干里面如果是见丁，实干代表孩子吗？
[01:39:59] 实干见丁的话就是男人，见鬼是女人。
[01:40:03] 因为丁是代表男性，因为看生生男生女的话，其实主要就是看生殖器，
[01:40:10] 生下来之后赶紧两个腿拔开，是不是看看有没有个疤。
[01:40:16] 所以主要是看到底是丁还是鬼。
[01:40:19] 所以像这个的话，我一看的话A实干一对不对？
[01:40:23] 在这个地方你加鬼又临生门是不是？
[01:40:26] 生是不是生了生了一个是不是柔弱的鬼对不对所以我断的话我就会断生女孩，
[01:40:34] 断的时间你是丑日生的，那我断的话我可能会断这个他是亥日，一？
[01:40:41] 234我可能会到5号早上生。
[01:40:47] 对你这个是什么子日生产丑日生是不是？
[01:40:51] 所以这说明我们在断，他已经反馈了，他已经说过了，生在南海丑日生的。
[01:41:01] 对吧所以你看像这种，我们是实事求是，
[01:41:08] 我绝对不会拿一些这种成功案例，就是说没有大量验证的成功案例就过来。
[01:41:16] 是是是，教你们，我给不会就拿了他这个局之后来我过来马后炮，
[01:41:22] 对方他已经反馈了，然后我还是讲了我的做法是什么。
[01:41:28] 我的这个断法，他这是可能是不是准确率出现问题？
[01:41:34] 或者是说这个成功应用率不高。
[01:41:37] 但是还是把这个方法教给你们，大家一起再用更多的案例去磨合和总结。
[01:41:58] 所以不要因为像这个局，方法不对，你叫什么内心小小鄙视我一下是吧？
[01:42:06] 你要永远要相信这个。
[01:42:12] 怎么发成功案例的？
[01:42:14] 他一定是有。
[01:42:16] 问题的。
[01:42:18] 那是给客户看的。
[01:42:19] 就像你们在微博上就发发案例，你肯定发成管案例，
[01:42:24] 你发不成功案例，原客户不来找你了。
[01:42:27] 但是我们学习这是个学术，这是要严谨的，
[01:42:31] 一定要实事求是，你只要正面认识自己才能。
[01:42:42] 不过我们还有另外一套，不是奇门的看身男生理的方法。
[01:42:47] 我们也有很多人，
[01:42:49] 我有一些同行他说我用奇门看身男剩女，准确率80%是吧？
[01:42:56] 基本上是对的。
[01:42:58] 我问你看了几个，我看了三个，是不是三个全部算对了？
[01:43:03] 你最少要看到30个中间有20个是对的，才能敢说这种话。
[01:43:10] 即使是20对的，反正也都是运气，50%的几率。
[01:43:21] 所以您看一下，我想我们比如说像一般测测感情或者测其他的事情，
[01:43:26] 这种准确率是相当高的，是不是？
[01:43:29] 当然也希望大家多以后多测些这种事情，尤其断孕期的断，
[01:43:35] 时间的断，这种没有模棱两可的东西，这些东西真考验水平的。
[01:43:40] 好，那么同学们今天就到这里，有没有什么问题？
[01:44:09] 怀孕的问孩子是谁的，这个你也可以给有什么不敢起居，
[01:44:15] 起了去之后让他自己去去去查。
[01:44:26] 反应局就不折腾了，反应局反正就是好好坏坏，
[01:44:34] 你也可以说快，是不是？
[01:44:37] 来来快去的快变化多。
[01:44:50] 不看局了，因为时间太晚了，9点20。
[01:45:02] 讲个什么故事，没什么。
[01:45:05] 故事讲呗。

========== Episode 8 ==========
[00:00:01] 这边大家直接就过掉12地制的一个基本相应。
[00:00:07] 然后要不我把课件给你，你一定讲了。
[00:00:12] 我那个是写的很清楚的，都写的比较细，很容易懂。
[00:00:18] 欢然你再给我挖坑。
[00:00:22] 你先讲地址，讲完了叫我一下。
[00:00:25] 然后。
[00:00:26] 因为你那个课件，你那个课件我还没看。
[00:00:30] 等一下我要不等一下，稍等一下，稍等两分钟。
[00:00:36] 我先看着你先讲。
[00:00:38] 你先讲地质。
[00:00:44] 第四那个相义的学习跟原来达摩跟你们讲的那个天干的相意的学习
[00:00:51] 也是一样的，
[00:00:53] 都是比较简单。
[00:00:54] 然后这里主要是火标红的这些就是比较重要的。
[00:00:60] 就是天干是以静态出现，地支则是以动态动的形态出现的。
[00:01:06] 这个在你们在你们学到那个机型的时候，
[00:01:12] 机型到时候等一下欢欢再给他们讲一下。
[00:01:17] 跟你讲的挺好的，那时候你就知道地址是怎么动的。
[00:01:22] 第二点比较重要的是，地质的可变动性是大于天干的。
[00:01:28] 除了它的行冲深刻之外，它的信息受掌声绝的影响，
[00:01:33] 然后掌声觉等一下黄花会教你们，这些都不是学标红的那些，
[00:01:39] 你们等一下课件会发到群里面去，继续看一下就行了。
[00:01:44] 然后现在快速的和你们过一下地址，
[00:01:49] 因我普通话不标准，我就不讲。
[00:01:52] 太多了。
[00:01:55] 然后跟天干是一样的，
[00:01:57] 他都有他自己的一个概念形态，天使颜色。
[00:02:07] 然后还有一个季节的五行，像这些的话你们在基础课的过程中，
[00:02:13] 应该也是学习了基本的地质的了解。
[00:02:18] 然后这里是有一个方法的，就是像紫鼠，就是老鼠。
[00:02:24] 老鼠的话我现在给你们说了，是一种记忆的方法，
[00:02:30] 跟那个我不会一个一个讲，我就是跟告诉你我是怎么去记这个地质相意的，
[00:02:38] 然后你们再结合一下记忆的方法，
[00:02:43] 像老鼠，老鼠不是都是晚上出来的吗？
[00:02:48] 晚上出来的话。
[00:02:50] 老鼠也是不是黑色的。
[00:02:53] 然后这几这里就涉及到了几个重要项议。
[00:02:59] 我今天竟然没有标红，
[00:03:03] 一个烟丝安那个色域背气，还有黑色这一块，
[00:03:10] 我就只记这几个的，然后其他的就要结合纸是在砍工了，
[00:03:17] 在坎工的话，你再结合一下。
[00:03:20] 以前天罡讲的就是跟个点，就这样子就很容易的就会记住了。
[00:03:28] 你把它当成一个动物去记，就会比较好记一点。
[00:03:33] 这是我记己的方法，你们有更好的方法也可以。
[00:03:38] 然后这个其他的怎么扩展，达摩在讲天干的时候也已经讲过了。
[00:03:45] 然后像其他的丑，像这个牛，牛是不是中厚正直，牛是不是有点难看。
[00:03:52] 但是不排除有好看的牛牛那个有驼背这样的信息，
[00:03:58] 这些都是你把它当成十二生肖那个动物去看的话，
[00:04:03] 就会很容易的去理解它的一个形态跟一个概念。
[00:04:08] 形态跟概念是比较重要的，然有其他都会可以延伸出来的。
[00:04:15] 然后像野老虎也是一样的，其他的都是以此类推，
[00:04:22] 以此类推，大家去去记一下，看一下。
[00:04:25] 地支的相应非常少，我们用的时候也是非常少。
[00:04:31] 这个会发到群里面去，这个课件会发到群里面去，
[00:04:37] 然后剩下的欢欢讲那个十二掌声就ok了。
[00:04:42] 说微信所有的群都会讲进去，都会拷进去，
[00:04:46] 都会传上去的，不信所有的钱都会传上去的。
[00:04:50] 这个大家不用担心，会传到疫群里面。
[00:04:55] 课件上来讲一下。
[00:04:60] 你那个。
[00:05:02] 课件。
[00:05:04] 吗了，我刚刚发过来了，你下载一下，贴一下。
[00:05:13] 你咳嗽还没好。
[00:05:17] 跑不了了。
[00:05:26] 其实还是蛮简单的，
[00:05:30] 十二掌声就是十天干在12地支上面所处的状态。
[00:05:40] 就是看他们当下是什么状态。
[00:05:43] 施主的用神，比如说像甲落在乾宫的话，那个甲的掌身地在亥，
[00:05:51] 那么他就处于亥点，
[00:05:53] 处于那个掌身体再对应下的掌声所代表的。
[00:05:59] 向意就行了。
[00:06:10] 发上来一下。
[00:06:12] 那你刚才。
[00:06:13] 发到我哪里去了？
[00:06:22] 我发的讨论组的我们三个，我们四个讨论组试待一下。
[00:07:20] 好，欢欢，你接着讲，我直接给你切换画面就行了。
[00:07:27] 你要不要直接读一下？
[00:07:35] 签单是照我读。
[00:07:37] 因为他这个都是挺简单的，照读就行了。
[00:07:41] 我今天写的时候，
[00:07:44] 就是尽量按照我的理解写的这中间有很多都是王凤鸣书里面也有的。
[00:07:53] 喵喵，没事儿，还是老样子。
[00:07:60] 读把到后面，重点的在后面，说到那个案例的时候，
[00:08:05] 可以补充一的东西，其他的都直接读就行了。
[00:08:17] 我觉得我姐讲相义比较好。
[00:08:23] 姐那个天干是是天象的表述，
[00:08:28] 以阴阳五行的形式对于肉常的理解跟体现。
[00:08:33] 地支乾乾为上为天空为下为地，形成天干的周时古人下府地坛，
[00:08:41] 以大地结构形态状态创造了地支来对应事物的五行现象持续
[00:08:48] 10以12地支模拟出5行的能量形态，
[00:08:52] 在五行的能量形态波动中推演万事万物的愿行轨迹。
[00:08:57] 这一段话有个很详细的解释，是在哪本书上呢？
[00:09:03] 在在在路上算了，你们不用管。
[00:09:12] 我给你写一本书，这本书你们是一定要看一下，我拍个照发给你们。
[00:09:22] 干支可以用来表示年月之时，忘衰则侧重表达预测的状态，
[00:09:29] 事物当下所处的状态就是十二掌声是表示这些干支的一个状态，
[00:09:37] 你们只要记得这句话就很重要了。
[00:09:41] 肝知是表示预测的表达预测的一个状态，事物当下所处的一个状态。
[00:09:49] 然后十二掌生五行属了一年四季中望乡修求时的状态，
[00:09:55] 还与12月之相对应，是自生长至死亡转复生的过程。
[00:10:02] 十天干相对地子分别状态是这么几个，
[00:10:06] 掌生木浴冠代年官地旺衰病使木绝胎阳。
[00:10:11] 掌声就是这个下面，下面你有写了。
[00:10:16] 然后他这个是怎么排序的？
[00:10:20] 也很简单，阳顺阴逆，阳生阴死。
[00:10:24] 然后这个就是十有早上表这个课，
[00:10:29] 等一下也会发到那个微信群里面去。
[00:10:34] 然后这个话你你你来讲，
[00:10:38] 这个我只知道怎么记，我不会讲这一块。
[00:10:48] 懵逼的那些同学，你先大概先过一下，过一下讲哪里？
[00:10:55] 那个排列方式吗？
[00:10:57] 排列方式。
[00:10:58] 你翻过这一页再往下面截另外一个图我标出来了，
[00:11:03] 那个挺简单的，是阳干生的地方，阴干就是死。
[00:11:09] 比如说甲长生在害，那么乙肯定是死地在害，这个能明白吗？
[00:11:15] 不是个有一个。
[00:11:18] 画圈圈的图。
[00:11:24] 阳生因子这个可以记一下，其实挺好用的，用的时候很方便。
[00:11:31] 与生相冲则病，就是生病与官相冲则绝。
[00:11:38] 能看到吗？
[00:11:42] 是这个吗？
[00:11:43] 奇怪的声音，你们，对，是这一个。
[00:12:07] 现在还有奇怪的声音吗？
[00:12:13] 没有。
[00:12:14] 就好，这个能。
[00:12:16] 看得懂吗？
[00:12:18] 阳生阴死。
[00:12:30] 那阳盛阴逆能看得懂吗？
[00:12:34] 阳肾阴逆。
[00:12:37] 阳顺就是说甲掌生在亥，然后长生木浴官的灵官。
[00:12:44] 这个往下它是顺着排的亥子丑寅卯这样子。
[00:12:49] 然后你对比一下这个甲跟乙的排列方式，一个是顺的，一个是逆的。
[00:12:56] 直接看图，看一下有没有不明白的。
[00:13:02] 死不是挂了，死就是休眠。
[00:13:09] 比如说断病了，遇到死了，那么就是这个病情比较稳定，
[00:13:14] 没有突发症况，都是双向的。
[00:13:24] 黄丽婷是哪里不明白。
[00:13:47] 怎么看？
[00:13:48] 顺，你看这个甲甲掌声在哪里？
[00:13:52] 你看到了吗？
[00:13:54] 甲的掌声地在哪里？
[00:14:05] 黄丽婷，对，在害。
[00:14:08] 掌声下一个是沐浴，对不对？
[00:14:11] 沐浴在哪里？
[00:14:19] 你竖着看甲竖着的那一排。
[00:14:23] 对，那官带官带是不是在丑？
[00:14:26] 那这样你竖着看的话，它是不是顺排的？
[00:14:30] 阳阳干甲是阳干，所以它是顺排的。
[00:14:33] 这个看明白了吗？
[00:14:37] 那个阴盖是逆排的，看明白了吗？
[00:14:45] 明白就行。
[00:14:47] 他这个我自己用的筏子是比较懒的法子，
[00:14:52] 我只记了第一个就是亥午寅有寅有巳子申卯，
[00:14:56] 就是说每一个天干的掌生位我只记了这一个，
[00:15:01] 然后我就在我们地支的掌上诀上面推，
[00:15:06] 也就是掐手指，跟小六人那样掐手指。
[00:15:10] 麻烦叶妹截下一张图，就是手掌的那张图。
[00:15:15] 对，比如说我要推甲他那个掌声，那么我就是刚刚不是背了吗？
[00:15:22] 背了第一个甲的掌声在害，那么我就把手指放在害上面。
[00:15:30] 这个你们可以试着推一下，我是只记得第一个的。
[00:15:34] 这里面写了好几种方式，你们可以挑一种你们觉得好记的。
[00:15:41] 按三和6和6充都可以。
[00:15:45] 但是我觉得只记第一个比较方便，
[00:15:49] 阳顺阴逆这个还是蛮好记的，阳顺阴此。
[00:16:01] 你们试着理解一下，看一下能不能，有没有什么不明白。
[00:16:09] 对，只记第一个亥午寅有寅有四子申卯。
[00:16:15] 如果是阳肝，就顺着就在手掌上顺着转，如果是阴干，就逆着转。
[00:16:25] 这个是老伐子，但是很好用。
[00:16:50] 新同学有不明白的吗？
[00:16:54] 就是这里今天这课程就是让你们了解一下十二掌声，
[00:16:60] 然后十二掌声就是干字的一个当前的这就是他所处的一个状态。
[00:17:07] 然后这个图的记忆，阳岁阴历，你按这个是很好记的。
[00:17:13] 看一下那个那个。
[00:17:18] 这是九宫，然后甲的掌声不是在害吗？
[00:17:24] 然后他的你就这样就是顺，这么转过来，这样就是逆，
[00:17:31] 这么跑圈，你们应该会跑，这是一个记忆的方法。
[00:17:40] 达摩也在那里说了，然后我说了那个记忆的一个方法，
[00:17:47] 大家就选择一个自己比较适合的，然后课件都有，这个大家不用担心。
[00:17:54] 然后下面就是一些十二掌上的一个含义。
[00:18:52] 我没有说话，没有说话。
[00:18:55] 我在弄那个。
[00:18:59] 像十个掌声这些状态是非常好记的。
[00:19:05] 掌声就是你把他十有掌声当成婴儿，
[00:19:10] 小孩然截这个图，小孩生出来洗澡、穿衣服，
[00:19:17] 然后准备工作，然后就是最旺的时候忘的时候就开始摔了。
[00:19:24] 就是这么一个去理解，
[00:19:28] 就是一个人从生到死的一个循环。
[00:19:33] 然后这块欢你讲这些，因为我记得跟你的故事很一样。
[00:19:45] 直接读吧，这些都是我自理解打出来的。
[00:19:56] 括号里的那些就稍微注意一下，
[00:20:02] 这些跟我们那个天干的相应是差不多的。
[00:20:06] 所以说也不是说去死记硬背，他去理解了就行了。
[00:20:18] 像掌声是根源靠山动力源根基。
[00:20:22] 它这个掌声跟那个声门是有一定的相似之处的。
[00:20:28] 你也可以去看一下声门的那个相音，
[00:20:31] 然后在奇门中掌声之地是不能损毁的这一句你要注意一下，就是是害。
[00:20:39] 就是说你遇到生门的话，你不要去损坏它，
[00:20:43] 因为掌声还代表家家是不能损坏的，你要是拆坏的话，家就散了。
[00:20:53] 但是你命一生的。
[00:20:56] 根本根基。
[00:21:00] 就好像小孩刚生出来的时候一样。
[00:21:06] 木工厂二是什么意思？
[00:21:12] 是哪里不懂吗？
[00:21:13] 像那个像掌声这里，你把它想象成一个小孩刚生出来的话，
[00:21:19] 你用力一过猛吧唧折了。
[00:21:22] 那不是他以后都都怎么好都好不到哪里去，就是这么一个道理。
[00:21:32] 对损毁的概念不清楚吗？
[00:21:42] 芳欢补充。
[00:21:44] 一下。
[00:21:47] 对什么不清楚。
[00:21:48] 不懂损毁，他们对损毁的理解那个概念不清楚。
[00:21:54] 不能损毁。
[00:21:56] 也就是说你天干所落的这个方位，
[00:22:01] 你不可以去拆它，不可以去损坏它。
[00:22:05] 就是说就像掌声是一个罐子，你不能去搞坏它，
[00:22:11] 不是不能布局，但是你布局要考虑情况的。
[00:22:19] 损坏这个你就想象一下对公的向移，
[00:22:26] 好的东西不要去损坏它，也不要去拆它。
[00:22:31] 因为它我们现在所讲的这个掌声，
[00:22:35] 你可以理解为它是一个很好的东西。
[00:22:40] 那么你刻意的去损坏它就没有意义了，对吧？
[00:22:46] 不是不能动，你是要看情况，看客户是啊求什么。
[00:23:01] 这里讲的拆补，你先不用管，
[00:23:06] 掌声位要多注意一下，就是掌声会要多注意一下。
[00:23:12] 这里是立身之本，就是一个小孩出生的婴儿，
[00:23:18] 刚生出来要轻手轻脚，处处呵护，不要用力过猛，不要急把它给弄折了。
[00:23:26] 这个例子能明白吗？
[00:23:30] 课的阶段暂时先不要去说拆补什么的。
[00:23:34] 首先你要把先把他的状态你理解清楚，你知道想在哪里，
[00:23:39] 怎么样的状态，你知道它是什么了才能去动它。
[00:23:46] 你不用管他太你把他理解透就行了，你不用管菜谱。
[00:23:51] 现在就是讲十二掌仓，你只要十二掌仓是什么样的一个状态就行了，
[00:23:58] 等一下会有例子讲，你先理解他这个掌声是什么意思，掌声是什么意思，
[00:24:05] 你一定要理解，就是根基根源是立生之根本是起点，明白了吗？
[00:24:11] 就好像第二个沐浴，沐浴是败地，所有的东西都躺不住。
[00:24:14] 为什么？
[00:24:15] 小孩生出来是不是要洗澡？
[00:24:17] 洗澡是不是要脱光衣服？
[00:24:19] 脱光衣服是不是什么都藏不住，是不是什么都看到？
[00:24:25] 明白这个吗？
[00:24:27] 就好像第二个沐浴败地。
[00:24:29] 所有的东西都藏不住，你洗澡脱光光的，你能藏的住什么？
[00:24:35] 就这样子，在特定的状态，
[00:24:42] 比如说你几个局，好，我说慢一点，
[00:24:48] 比如说你取个橘砍工是当时的时干是在砍工，
[00:24:56] 砍工刚好是四组的，
[00:24:58] 其他挡上的状态是沐浴，然后下面还有个金门，还有个天柱星。
[00:25:05] 如果他当时问你是在干嘛，如果那里是空亡了的情况下，
[00:25:12] 他可能是刚洗完澡或者是准备洗澡。
[00:25:26] 然后在特定的情况下，也代表雪光或是地理方位是名生很大的场所，
[00:25:33] 首都豪华的地方，美丽之聚集之处。
[00:25:37] 然后旺季而致富，负责衰败而实行汪欢写的好友深度读书少。
[00:25:47] 等一下你们回去再自己看一下。
[00:25:52] 如果好啊，到时候不理解的话，那么就周六我就直接给你们讲多点案例。
[00:25:58] 因为我讲课可能讲的不是很好，
[00:26:01] 但是案例十二早上的应用到时候再可以给你们讲一下。
[00:26:09] 然后其他的也是一样的理解，好像我介少了一个。
[00:26:19] 这个课件等一下发给你，其他的也是一样的一个理解。
[00:26:25] 像木像入木，
[00:26:27] 就是我们经常看的祁门上那个局上不是有入木吗？
[00:26:33] 有如说误在这里，入目了，就是他当时在12场上的一个状态，
[00:26:41] 他被藏起来生长菠肉管制阴夜晚。
[00:26:48] 其他的都是一样的理解，到时候你们看一下就会明白，
[00:26:56] 不是差不多，我是直接跳跳过去的，
[00:26:59] 就是我就不用一个一个去讲，你们前面两个你们能理解吗？
[00:27:04] 后面就是一样的一个意思，我从头来给你们讲一遍行不行？
[00:27:39] 刚才的那个掌声跟沐浴你能理解吗？
[00:27:44] 不能不，没有理解的打个一，我看一下，掌声沐浴，
[00:27:51] 没有理解的打个一，我看一下，没有理解的打一，理解的就不用打字了。
[00:27:58] 九卓没有理解吗？
[00:28:09] 那就是沐浴，沐浴不理解是吧？
[00:28:15] 好，沐浴你们简单理解就是洗澡洗礼生长为败地。
[00:28:25] 所这里包含暴露公开简单。
[00:28:28] 你洗澡的时候，这个是很容易理解的，像沐浴是最好理解的。
[00:28:33] 我学12长生的时候，我就是被沐浴给吸引了，暴露公开，
[00:28:38] 洗澡透光光地理位置就是卫生间、美容院、
[00:28:42] 游泳池、更衣室，这些都是需要你脱衣服的地方。
[00:28:48] 然后当用神落在木浴的时候，要暴露一些隐私的东西，掩晦的东西容易被发现。
[00:28:56] 这下沐浴理解了吗？
[00:29:01] 好，这下都理解了，理解了到下一个了。
[00:29:04] 关带洗完澡是不是要穿衣服？
[00:29:07] 当然不排除有一些洗完澡不喜欢穿衣服，
[00:29:13] 洗完澡就开始穿衣服，穿衣打扮。
[00:29:17] 万物复苏渐总开始伪装，开始伪装，是吧？
[00:29:24] 你比如说你两夫妻在家里什么都不会保留，洗澡一起洗都脱光光了。
[00:29:30] 但是等要出去的时候，是不是开始要穿衣服打扮的漂漂亮亮，
[00:29:36] 把自己真实的一面给以隐藏出来，然后给人家展示的都是很优秀的一面。
[00:29:43] 这就是伪装包装装扮。
[00:29:45] 然后。
[00:29:49] 在相意的理解中，你只要记得这几点，
[00:29:53] 包装装扮推广宣传装饰行为品牌。
[00:29:59] 你可以这么理解，就是洗完澡了该出去装逼的就是这样子。
[00:30:05] 然后如果遇到官代连太阴玄武代表人先机捉摸不透，
[00:30:10] 或念成毒辣阴尘，也主小人太阴。
[00:30:14] 大家都知道是暗中策划的意思，
[00:30:19] 暗中策划如果再是灌带的话，
[00:30:23] 是很会包装的，很会策划的一个人才。
[00:30:27] 具体的是怎么说，这个说好话还是坏话，那你要看具体的工艺信息，如无四害，
[00:30:35] 画像好则代表面子、名气，包装也有奢侈品，
[00:30:39] 地理方位就是装饰的遮挡住的重新修过。
[00:30:44] 比较复杂的环境或常有很多见不得光的东西，比如私房、钱、
[00:30:51] 官代，有城府有内涵，人丑多书，书不读书多历练，就是这样子。
[00:30:60] 当天干落宫为官带的话，是有很深沉的故事的。
[00:31:06] 官代现在大家理解吗？
[00:31:11] 理解的都打个一，这样讲就理解了，先学轩学呗。
[00:31:20] Ok然后包装完毕了，你每天你洗完你洗完澡穿好衣服，
[00:31:27] 包完妆，那么接下来是干嘛？
[00:31:30] 是不是上班？
[00:31:32] 上班就是连关入职的关路关多，赠送也多，
[00:31:37] 也增抢关在八字钟8宾用管上班了，
[00:31:45] 就是到人多的地方去了。
[00:31:48] 祖成长。
[00:31:49] 成年达到可以做官，可以认筹，就是可以工作的领导的一个状态，
[00:31:56] 也可以代表经济主工作场所官公务员地位，就是这样子。
[00:32:03] 然后地理环境就是办公室机场高的地方，因为这是你开始的一个起点。
[00:32:14] 灵关明白了吧？
[00:32:37] 然后。
[00:32:39] 帝王。
[00:32:43] 帝旺我先给他过一遍，等一下安利那个关奖。
[00:32:48] 然后那个帝旺这次迎娶白富美的时候，
[00:32:54] 终于到了巅峰盛极时，人事物旺盛到顶点，
[00:32:59] 巅峰状态达到极致，名贵声旺的。
[00:33:03] 这个跟那个甲是九天，这些都是有相似之处的，非常容易理解。
[00:33:10] 该给你们简单的讲的例子，你们就理解了。
[00:33:16] 比如说你。
[00:33:18] 的雾，雾没。
[00:33:20] 有是害在离宫。
[00:33:26] 又是。
[00:33:28] B1。
[00:33:33] 那么你能赚到的钱也就是那么多钱，
[00:33:40] 不会再高了。
[00:33:42] 最高也。
[00:33:43] 是那样子的。
[00:33:45] 物在离宫又是地旺的，
[00:33:48] 而且他命局中也是这样子的，三包。
[00:33:60] 就是到顶点了，这个就是到顶了，他不是再上，也不会上到哪里去了。
[00:34:06] 如果是带砍工的话，那个就不一样，距离往高了说，往高了说，
[00:34:13] 比如说他是物在理工又是地望，说他能赚到多少钱。
[00:34:19] 多去一个找工作能多少工拿到多少工资，最高9000。
[00:34:29] 当然你这些商家这个也有可能的，这个具体要看人家做的是什么东西。
[00:34:37] 万一人家去做什么C C O、cto之类的，你输个九千那那不那那就不行了，
[00:34:44] 就是往高了说，往公益最高的数字说明白吗？
[00:34:51] 看具。
[00:34:52] 体的。
[00:34:55] 比如说我要去去那市政那边做扫地的，他拿多少工资，那就九百。
[00:35:04] 明白了吗？
[00:35:05] 这个帝旺理解了吗？
[00:35:07] 帝旺就是到顶点了，但是也是巅峰时期。
[00:35:12] 理解了，
[00:35:16] 地旺旺完了之后高潮过后就是事后淹了，
[00:35:22] 然后直到衰了。
[00:35:28] 虽以过去的就是成沉绩过去。
[00:35:31] 因为你最忘的时代已经过去了，开始会可能有些消极颓废不如从前，
[00:35:39] 或有心无力无力无心无力，衰败破旧的也是衰老的，
[00:35:44] 在也是代表疲劳虚弱虚弱，比较喜欢多愁善感、
[00:35:49] 爱哭之类的，遇事处处有心无力，走下坡路没有什么冲劲。
[00:35:56] 如果是环境的话，就是废弃的快庭庭院。
[00:36:03] 然后衰多鹏腾蛇，
[00:36:06] 玄武死门则易神经衰弱，多噩梦。
[00:36:14] 这个衰大家明白了吗？
[00:36:17] 就是追望的巅峰期一过，就等到平开始慢慢往下面走了。
[00:36:24] 然后天天这么消沉，
[00:36:28] 是不是容易生病像你这么去理解的话，
[00:36:34] 是十二掌生这些所有人都会很快的记住的。
[00:36:43] 然后病就是跟人生病是一样的，
[00:36:46] 万物困顿病对应变理解为一切转，要之是逢病则变逢病则变。
[00:36:53] 生病毛病缺点漏洞、疾病不足之处，苍老有病状的人是无5破损的，
[00:37:00] 有问题的如问事业，
[00:37:03] 小人于病地则代表此人有意，
[00:37:08] 有其他的想法，就是有缺点有毛病之类的。
[00:37:14] 毕竟是生病。
[00:37:17] 肯定。
[00:37:18] 然后这个病就是这样子，然后使病死就是气气数尽了，
[00:37:25] 万物都安静了，死亡出差也坏，是没有生命力，
[00:37:32] 没有那个余地，想不开，容易想不开。
[00:37:37] 当你遇到一些失主，失主他天干的天方天皇乱的那个状态，
[00:37:44] 如果是只有掌声状态是死的话，再有个死人的话，
[00:37:49] 这样的话人你跟他讲道理是讲不明白的，你就他怎么说你就怎么答。
[00:37:56] 但是你不要想着去改变他的想法或者给他什么建议，
[00:38:02] 你就陪他扯天上飞的、地下游的、车上跑的，
[00:38:07] 他想扯送到那个给他扯扯了，他不想扯了，再给建力比较好。
[00:38:13] 因为他目前的状态，你跟他讲什么，其实上都是没有什么多大的作用。
[00:38:22] 这个经验起码值得值得20块钱。
[00:38:28] Oh然后这个木就不说了，
[00:38:34] 木就是入目入目的状态，入梦的状态。
[00:38:40] 这个很多案例之前人也经讲了，就是包容、收纳、埋藏、除蓄，
[00:38:47] 夜晚这些被束缚捆绑的能量无能量无法运用，没有发挥的余地。
[00:38:54] 长期来的人一着隐秘之人帮如果是找东西的话，
[00:38:59] 就是隐蔽的地方，地下室，
[00:39:02] 这些盒子里、柜子里、包包网等等这些。
[00:39:11] 我这里挡住了，我都自己都没看到下面那个字。
[00:39:27] 芳欢。
[00:39:30] 在吗？
[00:39:31] 芳欢。
[00:39:32] 好。
[00:39:35] 说哪个？
[00:39:40] 听到吗？
[00:39:45] 哪一个？
[00:40:28] 这个就是最怎么看是望湖四海，
[00:40:34] 这个是要看月令的，要配合那个四柱，就是四肢来看。
[00:40:41] 还有关于天干落在四雨宫位，就是四个角的宫位，
[00:40:45] 怎么分辨它是落在哪一个地支上？
[00:40:49] 这个老师后面会给我们讲，所以说你先理解这些象意就行了。
[00:40:56] 什么时候忘，什么时候弱，
[00:40:59] 你可以去复习一下八字课的那个月令的旺若，还有望向修求表。
[00:41:11] 基础课里面都有，他们不是讲基础课的时候就带了吗？
[00:41:17] 对吧？
[00:41:21] 不是八字课，是基础课的。
[00:41:30] 没有的话，基础没学八字。
[00:41:37] 那子好像也没讲，那改天让。
[00:41:40] 老师加一下呗。
[00:41:42] 页内记一下，到时候老师讲课的时候，顺便提醒一下。
[00:41:58] 然后那个木的讲完了，
[00:42:04] 木的反正你是当入目去看就行了，你就不用还那么多的。
[00:42:09] 因为我看到现在我都没有用到万有存的能量，
[00:42:13] 若有满身的能量，因为目前的这些你把项衣给弄明白了。
[00:42:18] 你就已经可以收到很多膝盖了。
[00:42:23] 然后下一个就是绝，先去绝后继，未达除绝境之象，
[00:42:28] 绝有绝处逢生的意思这个就有的案例讲了，我算了，我的案例到底哪去了？
