
========== 绗?1 闆?==========
[00:00:21] 好考一下大。
[00:03:37] 观测点就是坏的那个。
[00:03:42] 量好两块呢。
[00:03:48] 这种情况就要根据情看问题来是吧？
[00:03:55] 但是一般来说我们优先是建议是把它调好，对不对？
[00:04:00] 所以重点就是说这里面有两好两块，中间如果分的话优先拆坏的。
[00:04:09] 但是这只是一种原基本的一个方法，
[00:04:13] 中间肯定还有很多其他问题，比如说。
[00:04:23] 比如说就可以考虑适当的看地质，
[00:04:29] 这个是第一个。
[00:04:32] 第二个，根据具体情况做出策划。
[00:04:39] 但是我们一般。
[00:04:41] 来说原则上优先先拆坏的，全好全坏的，
[00:04:47] 跟这个两好两会实际差不多，要根据情况来。
[00:04:53] 但是如果是全好全坏的话，这个时候，
[00:04:58] 因为四缸主要是天干嘛，就从四缸的地支。
[00:05:08] 好，这种以会会再会。
[00:05:11] 讲的。
[00:05:14] 这个是在四缸的体系下，听懂明白没有？
[00:05:19] 所以当你们预测的时候，你重点就要先看到关窍点，
[00:05:25] 所有的一切围绕着关照点来进行预测。
[00:05:29] 你这样的话，你预测你才有核心，才有主心骨，
[00:05:34] 不至于东打一枪西打一枪，最后一句话都说不到要害点。
[00:05:39] 所以就是学会找官窍调理也是这样子的，你要从官窍上入手进行调理。
[00:05:54] 所以解决问题一定要从这方面入手。
[00:05:60] 好，这是四纲的体系。
[00:06:02] 排除4纲不在4纲的话，
[00:06:07] 也是同样的3.1线体系。
[00:06:17] 是不是一般。
[00:06:19] 是。
[00:06:20] 市主？
[00:06:24] 实战第三方。
[00:06:31] 3.1现在有可能不止三点。
[00:06:35] 比如感情的问题中间，我们一般来说以这个为主。
[00:06:40] 但是通常来说在三点体系中间也是要考虑到444杠的，
[00:06:47] 比如说哪种情况？
[00:06:53] 你像这种局啊。
[00:06:55] 云彪一眼面层女的是几。
[00:07:02] 何干是。
[00:07:04] 假的？
[00:07:08] 所有的信息全部集中在甲期之上，是不是？
[00:07:15] 这个是属于叫全坏，对不对？
[00:07:31] 好，那你看像这种句的话，观测点是什么呢？
[00:07:39] 假如说他是有对象的，想要好或者没对象想求对象，他关窍点是什么？
[00:07:47] 哪一个是最最。
[00:07:50] 阻碍他的？
[00:07:56] 观测点可以很细节可以很细，
[00:07:60] 可以具体到一个字，具体到一个信息。
[00:08:06] 说工位的。
[00:08:07] 话反而还大对，空蒙，关键点是空亡。
[00:08:12] 因为空亡的话同其他的色还带有点不一样，空它是好还是坏？
[00:08:18] 他把这个转空了，所以就说本来会有对你也好，
[00:08:22] 而且都还通气，关键就是这个人没有出现，是不是？
[00:08:26] 就是犯恐慌。
[00:08:27] 所以你看像这种话，你就一找就找到关巧点了。
[00:08:31] 好，那么你看像这种的话，如果空管这个不考虑的话，
[00:08:35] 还可以考虑到情人系统是不是钉钉在这个地方是不是也通气。
[00:08:44] 所以它也不是关窍点，所以就是在空白上。
[00:08:52] 像这。
[00:08:53] 种求财的。
[00:08:57] 面策，挤压求财心里没有问题。
[00:09:06] 对，其实你看这个戊上面还有甲甲的话其实还代表这个是不是年和月，
[00:09:15] 对不对？
[00:09:17] 所以它就属于是良好两坏，我们典疫性的体系来定大框架。
[00:09:23] 但实际上也要定，也要考虑四纲四缸的话，那个时候下，
[00:09:30] 你看根据年纪来，年纪比较小的话，父母是不是朋友都不支持。
[00:09:39] 是不是他做这个事情得不到上面的支持？
[00:09:42] 如果是以成比较社会上混的比较多的话，得不到领导的支持，
[00:09:48] 得不到市场，得不到政策的支持，得不到合作伙伴的支持。
[00:09:55] 是不是。
[00:09:57] 这种情况？
[00:10:00] 问题空亡也是观察点，入目也是观察点。
[00:10:05] 因为你就算解决了空亡，
[00:10:07] 是不是他也入目无力，没钱了做这个事情。
[00:10:24] 好这些这就是基本的一个概念，观察点的概念。
[00:10:46] 好，现在我们找。
[00:10:49] 几个。
[00:10:50] 实这个实战局来进行入手，
[00:10:53] 我看到好几个同学开始给人们布局了。
[00:11:03] 还里没有什么案例的。
[00:11:21] 嗯。
[00:11:23] 行。
[00:12:38] 选用神。
[00:12:40] 选出来。
[00:12:43] 好，你看像这种觉别的。
[00:12:46] 会有点复杂。
[00:12:49] 两个是不是童工？
[00:12:54] 我原来在很多年前的段正局，我都觉得童工两个是好的。
[00:12:59] 但是我要做过好几个正局，两个人的童工甲己相合，
[00:13:04] 在同一个工位的话就是已经分手了。
[00:13:07] 然后因为在同个工位或倒不会分手，最终还是分手了。
[00:13:12] 所以这种还是要验证，要多实战案例。
[00:13:16] 所以最后发现这种情况下可能还是要转工。
[00:13:20] 好了，施主是什么？
[00:13:22] 是乙男朋友的话。
[00:13:24] 是根两个人，既然同工的话，那么按照我们初级的话，
[00:13:29] 就是两个人放在一个工位段。
[00:13:32] 那么按我们高级的话就要怎么样要区分用神是吧？
[00:13:40] 区分用城就把地盘搬天马了。
[00:13:47] 对，男的。
[00:13:49] 话看耿宫。
[00:13:54] 顶是男。
[00:13:55] 友就这一个吗？
[00:13:56] 还是因为不知道你在这问话，和你已经了解的情况。
[00:14:03] 像这样的话，像这种话，如果他不是直接来断，
[00:14:08] 不是来直接问吵架的话，我们甚至都有可能。
[00:14:13] 怎么断呢？
[00:14:14] 是不是可以可能考虑到她。
[00:14:17] 有两个男朋友。
[00:14:19] 以根之合又是济公，
[00:14:22] 是不是有可能是如年纪大的话。
[00:14:28] 有可能结。
[00:14:29] 婚的是吧？
[00:14:30] 有可能身边有男朋友的，然后变成还有其他人，
[00:14:34] 所以这种的话就是要根据他的这个问话来进行判断，所以这句话就很重要。
[00:14:41] 所以他说话的方式不一样的话，我们有可能就比较那个了。
[00:14:47] 但是我们现在做的就是以这个语，以这个上面的这个问号为主。
[00:14:53] 如果客户就是这么问的，和男朋友吵架，现在问一些吵架急点问他。
[00:14:60] 就这光是这么问的话，那么我们就还是这样看的，以。
[00:15:05] 然。
[00:15:06] 的话用。
[00:15:08] 这。
[00:15:09] 个饼给方转出来。
[00:15:21] 然后还要。
[00:15:23] 看什么呢？
[00:15:24] 考虑看一下实战是吧？
[00:15:37] 这个的话我们在预测的过程中一看，这个男的转出来之后是没有撕害的。
[00:15:45] 实干已经空我了，实干空的话，我们这个感情已经什么落空了是吧？
[00:15:53] 然后他自己这工位怎么样，是不是入幕情况特别严重？
[00:16:01] 而且你那个玄武，你玄又还有金门，
[00:16:07] 说明这个人怎么样，脑袋怎么样。
[00:16:11] 前是代表头部，乙的话代表神经，丙就代表热情，
[00:16:17] 那元武的话又入目，我稀里糊涂想不清楚是吧？
[00:16:31] 其实就是什么呢？
[00:16:33] 其实就蠢，是吧？
[00:16:37] 然后你那个。
[00:16:39] 金门嘴。
[00:16:40] 巴还那个是不是嘴巴还不饶人？
[00:16:48] 所以像这种歌曲就是专门把男人往外面推。
[00:16:53] 好。
[00:16:54] 你看。
[00:16:55] 像这种组合，我们原来来。
[00:17:03] 男的的是有心，比如说想结婚，为什么上面是不是明了六合？
[00:17:12] 男人喜欢聪明的女人装蠢，不喜欢真的蠢女人，
[00:17:17] 因为真的蠢女人都喜欢装聪明。
[00:17:59] 这句话我们这么分析，
[00:18:03] 你看橘言核心关桥是不
[00:18:11] 是就是在这个耿耿宫呢？
[00:18:19] Come .
[00:18:20] up.
[00:18:28] 意思断没断，因为我有不时候没说话，他就自己会断掉的。
[00:18:35] 我把降噪弄。
[00:18:40] 123456789，
[00:18:52] 你再说卡，
[00:18:54] 我可以。
[00:18:55] 给你数到1万。
[00:18:57] 那么这个局是不是关窍点就在耿宫好了，注意看啊，
[00:19:05] 按我们的意思来断，你们会不会断这个男的有问题。
[00:19:17] 为什么那女的不是就这个男的这边是他不扑通气，
[00:19:23] 因为你要看这三个都有问题，
[00:19:27] 就他没问题，那有问题的是不是就这难呗？
[00:20:06] 空完了也算有问题好了，那到底什么问题呢？
[00:20:27] 在现在还不是说我们去纠结他到底具体有什么问题的时候，
[00:20:33] 而是把这个事先理顺。
[00:20:35] 就是你开始的断，包括阿拉德给的线索，我们不管怎么样，
[00:20:41] 第一次先入为主的就已经决定决就已经断定了是这个女的有问题。
[00:20:49] 所以你在后面所有的断法中间，你都会基于在这个立场和基础。
[00:20:55] 那么说明有一点，你这边断绝的过程中间加入了自我的主见。
[00:21:01] 就算是这个女的有问题，你不能是因为这个线索一过来，
[00:21:06] 别人说了这么一句话，然后你直接就脑海里给人定了性。
[00:21:14] 壮局你首先要客观，这是最容范的问题的。
[00:21:20] 所以就说如果是这一点你做不到，
[00:21:24] 这点如果你做不到的话，最容易出现什么问题呢？
[00:21:28] 你经不起别人的刁难，只有那种你的好客户本来就比较佩服你的，
[00:21:34] 或者是对你比较好，比较真诚的人，你给他预测他能有收获。
[00:21:40] 如果这个人是过来是刁难你的，你就完全是撑不住场的。
[00:21:44] 你们是运气好，没有碰到这种情况。
[00:21:53] 碰多了总会要要有的，预测多了之后总会碰到这种。
[00:21:58] 有的他就什么不说，他就你你会框是吧？
[00:22:02] 你都会送你还问我干嘛？
[00:22:04] 你就说是不是有的你跟他说了话，他一句不一句都不反馈是吧？
[00:22:10] 有的人你不管说什么，他都说不准，什么人都会有。
[00:22:27] 好，第一步我们在预测的过程中间已经发现了是这个男
[00:22:35] 的有问题。
[00:22:36] 但是你要时刻要注意有一点，我现在说的有问题是奇门局的这个问题。
[00:22:44] 我们站在另外一个更高的角度来审视这个人间的这些是非。
[00:22:50] 但是在我们角度来说，他是没有绝得对错的。
[00:22:54] 不是说我说他有问题，他是真的是有我们这个世俗观念的有问题。
[00:22:59] 现在我们说的是只说能量。
[00:23:05] 和什么和关系，
[00:23:10] 我们首先要进入到局里面去进行分析。
[00:23:14] 你看这个局的话，我们分析的你你你得这样，所以现在还是个思路，
[00:23:21] 这些思路其实很重要，他不一定能帮你断的准局，
[00:23:26] 但是你的这个这是一个这是个新法。
[00:23:32] 我们第一层的来看，首先男的没有私害，女的有私害。
[00:23:38] 通过这种格局来说，是男的好女的。
[00:23:44] 不好，这是第。
[00:23:46] 一阶段。
[00:23:49] 好男的有什么好的，你注意看。
[00:23:52] 06合是不是？
[00:23:54] 想结婚？
[00:23:57] 丙火热情，吧，
[00:24:01] 温柔明星体贴修门是不是？
[00:24:07] 怎么样会放松？
[00:24:16] 会调节自我。
[00:24:18] 好女的呢。
[00:24:22] Bee.
[00:24:26] 是不是神经质，
[00:24:32] 乱说话，暴躁。
[00:24:39] 好，你注意看像他这种暴躁，
[00:24:42] 丙乙是不是入木，入木了他造不造的起来？
[00:24:50] 入木造不起来，但是有一点，他这种你不一定是说冷暴力。
[00:24:60] 比如说我们经常说肾虚，肾虚有一种叫肾阴虚，
[00:25:05] 肾虚的人是不是内分泌不行？
[00:25:08] 但是肾阴虚的人在这方面就特别亢奋，
[00:25:12] 个那人要死了之后，他再回光返照一下。
[00:25:18] 你如果对如果其他的知识多，
[00:25:22] 或者你真的是对这种心理学、病理学，
[00:25:27] 包括精神病理学这方面的知识有一定了解的话，
[00:25:32] 应该知道比如有一些我们经常觉得有些人他很阳光很热情，
[00:25:39] 在哪个地方的话都表现的特别的兴奋，特别的亢奋。
[00:25:44] 说话的时候手舞足蹈，讲话的时候配上手势，特别能感染别人。
[00:25:50] 走到哪个地方的话，他的这种情绪，
[00:25:53] 别人都觉得，这个人性格特别的好，是不是？
[00:25:58] 就像一丙火，就像个太阳一样的。
[00:26:01] 走在哪里的话，他就怎么样就感染一片人。
[00:26:06] 不是说抑，但是这种人很有可能是一种精神病因。
[00:26:14] 你看到有些那种有病的，
[00:26:18] 他不是说他不不是说吸引关注。
[00:26:22] 比如说像那。
[00:26:25] 种双。
[00:26:26] 向情感障碍，
[00:26:30] 他会有产生这种幻觉和精神分裂。
[00:26:35] 他之前的前兆就是什么呢？
[00:26:38] 就是人会比较亢奋，还有。
[00:26:43] 信欲。
[00:26:45] 会特别强，无法控制的。
[00:26:50] 别人都会觉得这个人好像很牛逼，其实他是一种发病的先兆，
[00:26:56] 像他这个的话能量是已经损失的特别大了。
[00:27:00] 有的时候你会算说的想到一点就是物极必反，因为他很入目，
[00:27:07] 入的很严重，反而他很有可能是会爆发这个东西。
[00:27:12] 但是他是抱一下马上就被后续了是吧？
[00:27:17] 他控制不了自己的脾气，这入目的。
[00:27:21] 当你碰到这种情况，就是你只是一点点入步，
[00:27:27] 还没有一个入布稍微好一点。
[00:27:30] 两个入布如果能量越少，反而有可能是说出现物极必反的情况。
[00:27:37] 听懂这种情况吗？
[00:27:42] 不是说入目了多会爆炸，就是他会很急促的会表现这么一个入幕的信息。
[00:27:50] 但是实际上是因为他底子虚。
[00:27:53] 控制不了。
[00:27:55] 所以像这种情况，你要说按那个的话，
[00:27:59] 玄武以家丙丙都入目的话，这人是不是性格都很弱了？
[00:28:07] 是不是？
[00:28:07] 丙火他的内心的火都已经入目了，收起来了是吧？
[00:28:11] 然后加上玄武别人都看不出来，他自己搞不清楚，
[00:28:16] 但是他就会在这种自己搞不清楚的前提下做短暂的爆发。
[00:28:20] 一爆发之后马上后悔，所以这里就是爱吵爱计较，
[00:28:26] 神经不正常，说完之后自己就那个了。
[00:28:39] 还没说她男朋友，先指说她自己好，
[00:28:46] 按我们现在来说，我们现在还不说她男朋友，只说她自己。
[00:28:55] 现在来看。
[00:28:57] 是不是。
[00:28:58] 第一层次分析两个宫位有没有刺害来判别是
[00:29:06] 这么个情况，
[00:29:08] 那么按我们正常断是不是。
[00:29:11] 就断的这个样子的。
[00:29:14] 但是我们学过之后，这个是要进入第二层次，是不是？
[00:29:22] 第二层次之后，我们综合的分析看年月日食，这是中结的关键点是吧？
[00:29:28] 因为优先是看他自己对象的工位，然后年月日时都看一下。
[00:29:34] 如果发现连干就跟他这个是一个工位。
[00:29:37] 好，除了就十干空王，其他这两个银目也是跟他同一个工位。
[00:29:49] 好，那么你看你可以在这个地方就可以瞄一点了。
[00:29:53] 假如说我们把这个事情放到生活中间去，两个乙木都是他的，
[00:29:59] 他是就月日干月干的话是跟他一起的话，那么是不是他的这种朋友，
[00:30:07] 她的闺蜜是吧，就是她的朋友，
[00:30:12] 他的闺蜜和朋友跟他在同一个工位。
[00:30:15] 因为我们不具体看一个人，只大概描述个信息，所以我们就不需要转工了。
[00:30:21] 而这要说明就是他身边的人是觉得他没错，或者是认可他，或者跟他性格一样。
[00:30:30] 是啊，都说是这个男的不。
[00:30:33] 可理喻，对不对？
[00:30:35] 好，另一招目标实干。
[00:30:40] 感情之中间一般就不考不再考虑晚辈，好时干。
[00:30:46] 这里是空忙空网，它就很奇比较奇怪了。
[00:30:49] 所以如果是说机器门破的话，这色号就比较明显。
[00:30:53] 但是空网的话，它也也是也是也是那个的，
[00:30:56] 也是坏的，所以我们姑且来说，就把它以坏的论。
[00:31:01] 那么就出现一种情况，在这个女的她的价值观念，
[00:31:05] 她的这个生活观念以及她身边朋友的观念来说，
[00:31:10] 都觉得是这个男的不对。
[00:31:18] 是不是他觉得哪个地方不对呢？
[00:31:21] 这个时候好，你注意你现在在个预测的时候，
[00:31:26] 我们要从通过一个高层的角度去审视他们中间的过程，不参与是非。
[00:31:33] 但是你具体跟他说的时候，你是不是就是会要有个立场了？
[00:31:40] 这个时候你就站在这个。
[00:31:43] 女人的角度明白。
[00:31:45] 这个时候你就可把自己带入到这个女人角度去看这个男的有什么问题。
[00:31:51] 这个时候假如说你是从这个女论的角度来看的话，
[00:31:56] 是不是这个男人的这些宫位里面的信息，
[00:31:59] 丙加鬼本来是好的，你都要给他说不好。
[00:32:03] 他表现的所有东西都是不是都表现出缺点出来了？
[00:32:12] 好，那我表现出什么缺点？
[00:32:16] 六合是什么？
[00:32:17] 合作多人是不是人际关系好？
[00:32:22] 丙火是代表热情，癸水是代表什么呢？
[00:32:29] 酒是不是？
[00:32:30] 色是不是性一回事是吧？
[00:32:35] 休闲加新闻证件你都组合起来的话，
[00:32:40] 六合和朋友一起去休闲的酒色。
[00:32:46] 上一届饼火饼火的可能是什么？
[00:32:50] 可能火锅是不是，
[00:32:53] 可能撸串，烧烤。
[00:33:03] 但是你如果是把它再精简一些的话，
[00:33:09] 那么就可能是说男的太有点爱招人。
[00:33:15] 等你来世是不是容易表现出鬼
[00:33:23] 的这一方面，
[00:33:25] 也就是容易有暧昧信息，跟谁都这个样子。
[00:33:32] 是不是这样子，他就耿空，你看他心怎么干嘛？
[00:33:40] 这种男人是不是就是属于那种爱玩，然后到处勾搭。
[00:33:45] 六合其实就是勾搭牵连的意思，
[00:33:48] 跟谁都要保持个联系，看到谁么都要加个微信，是不是？
[00:33:53] 聊上几句。
[00:34:02] 好一个神经过敏容易爆炸，而且嘴巴还不正常的女人，
[00:34:08] 碰到一个又爱到处爱勾搭的男人，这个时候两个人碰到一起会发生什么情况？
[00:34:16] 何况还有一个就是实干空亡，实干空亡是代表他们两个人的相处是没有基础。
[00:34:23] 实干代表他们整个的爱情平台，他没有平台对两个人感情是没有根基的。
[00:34:31] 没有根基的话，那么可能有有几点。
[00:34:35] 第一个，两个人感情并不深，或者是说走过的路比较短，并不长，
[00:34:41] 或者没有什么共同的因为两个人如果是要在一起，
[00:34:48] 我告诉你夫妻两个，男女两个要长久。
[00:34:54] 并你们觉得是什么事情会让他们感觉最好。
[00:35:10] 我告诉你，天下大事合久必分，分久必合。
[00:35:16] 最关键的是第一。
[00:35:21] 有共同的敌人，不管是朋友还是情人，
[00:35:28] 这一条是让他们感情维之最关键的因素。
[00:35:32] 国家也是这样子的，人性就是这样子的。
[00:35:37] 所以什么叫多难兴邦？
[00:35:39] 我们国家因为经常发生各种各样的灾难，
[00:35:44] 水灾、地震、爆炸，甚至外忧内患。
[00:35:48] 正是因为有这件事情，才能把我们全国人凝聚在一起，
[00:35:54] 放下有个时候个人的这些问题，意见一致。
[00:36:04] 两个国家共同面临一个敌人，
[00:36:07] 才会让他们牵连到一起来，而绝对不是有共同的爱好。
[00:36:15] 共同的爱好跟他们能不能在一起是。
[00:36:22] 没有关联关系的。
[00:36:26] 所以很多人觉得是我们有共同爱好才在一起。
[00:36:29] 我告诉你，并不是你们有共同爱好，而是因为你们有共同的爱好的时候，
[00:36:35] 结果发现你们的爱好里面都面对着共同的困难。
[00:36:41] 你们在同时做一件事情，然后一起要去解决一个敌人一个问题才会在一起。
[00:36:47] 问题是在敌人，不是在爱好。
[00:36:52] 明白这一点的话，不的是什么？
[00:36:56] 父母这个父子关系是么？
[00:36:59] 母女关系、婆媳关系、蹂离关系，你就会知道怎么那个了。
[00:37:10] 所以像这个情况，这两个人这么个出现，而且又缺少共同语言。
[00:37:21] 这个时候你看我们回到我们刚开始第一次上这感情课，
[00:37:28] 来分析出现感情问题的话有哪几样。
[00:37:33] 第一有四害是吧？
[00:37:35] 有没有四害，通不通气？
[00:37:38] 第二个有没有空亡。
[00:37:40] 第三有没有济公。
[00:37:42] 第四有没有共同符号吧？
[00:37:45] 可能还有些其他的福音就反应就可能都存在。
[00:37:50] 那你看他有虽然有个饼，但是这已经都不不算是真正的共同符号了。
[00:37:56] 因为你要真正的共同符号的话，你要刨除颠天旁干。
[00:38:00] 他有个饼的话，只是说这个女的心里是有这个男的，
[00:38:05] 但是其他方面跟女的没有共同符号。
[00:38:08] 他的极轨女的都没有，男的是土是来生，这个女的的金。
[00:38:13] 所以但男的虽然对女人的好的话，但可能更多的是面相一种习惯和义务，
[00:38:20] 当然也好不到哪里去，因为不同期这个女的根本就看不到这个，
[00:38:25] 不觉得这个男的对她好是吧？
[00:38:27] 好了她也感觉不出来。
[00:38:34] 所以这个时候我们进入的第二层次。
[00:38:49] 关窍。
[00:38:51] 点。
[00:38:52] 在南方。
[00:39:11] 所以这女人。
[00:39:24] 听懂没有？
[00:39:24] 所以否则如果你一般断的话，是不是都都断了个男的？
[00:39:28] 可以的，都断了个男的不错，是个女的神经质，是不是他一定有原因的，
[00:39:32] 但是女的肯定是有问题的，只是说你的立场是在哪里。
[00:39:36] 我们现在具体断的时候，在解决问题的角度来说，你就要要稍微要有立场的。
[00:39:42] 我们在分析的时候，自己可以没有立场的，
[00:39:45] 要站在更高的层面去看他们，你才能看得更清楚。
[00:39:48] 但解决问题的时候，你一定要有个立场，是不是？
[00:39:52] 那你像这种南海的这种事件，你能不能有立场？
[00:39:57] 你必须要有立场的，这个东西是没有对错的，是不是？
[00:40:02] 你说你霸到无里是不是？
[00:40:04] 你霸占我们的地盘或者怎么样是不是？
[00:40:07] 那你说台湾，那台湾这个什么，那原来他原有原住民的，是不是？
[00:40:14] 原来没有到台湾去的时候，
[00:40:17] 大陆还没有人到台湾去的时候，他也不属于清朝，是不是？
[00:40:22] 也不属于明朝，因为后面你去了之后把他给占了，
[00:40:26] 是不是还发生了战争，把你们打的要死。
[00:40:30] 现在过了这么久的时候，你再说拿原来话来说，是不是说你是我的，
[00:40:35] 说历史可以证明，历史只有什么，就你打赢了就是你的。
[00:40:40] 所以地盘这个东西，国土这个主权只有靠实力说话的。
[00:40:46] 但是我们能不能讲道理？
[00:40:49] 我们不能讲道理的，我们必须就是你是个中国人，
[00:40:53] 你就要跟咱们中国人为规求，是不是跟咱们国家的政策是一样的。
[00:40:58] 因为他目前来说对你只有好处，
[00:41:02] 所以有的人说美国人民主是不是觉得美国
[00:41:10] 的这个国家好啊，
[00:41:12] 环境也好，空气也好，是不是人民也富足，然后都想去去美国？
[00:41:19] 都想去移民，觉得咱们中国哪里都哪里来里都不好，是不是？
[00:41:24] 还没有人权。
[00:41:25] 但是你要想想有一点，美国人他凭什么有那么好的福利，
[00:41:32] 凭什么有那么好的空气，凭什么有那么好的科技，
[00:41:40] 凭什么在国际上占有那么高的一个声望和话语权？
[00:41:45] 他是靠欺负咱们中国欺负出来的，是不是？
[00:41:52] 他从咱们这边借了多少钱过去，他也不会还，不可能还的。
[00:41:57] 他要还他的干房，他提高税收，消减福利，
[00:42:01] 所以你看他过的好日子都是从咱们这里搞过去的钱。
[00:42:06] 你看你羡慕别人是不是？
[00:42:08] 你怎么羡慕来的？
[00:42:09] 你要过去享受他们的福利的话，实际上就是跟咱们做对。
[00:42:15] 你在那边多享受一份的福利，咱们这边就多吃一点亏。
[00:42:23] 所以在具体的运作过程中间，任何事情你就都必须要就有个立场了。
[00:42:29] 在奇门中间，我们在断绝的过程中通常要说一句话，
[00:42:35] 无极生太极，太极生两仪，
[00:42:43] 2分4项分化
[00:42:50] 并乾坤。
[00:42:54] 这个就是在你起居的过程中，原来我们是手写画九宫格的时候。
[00:42:60] 现在就是说你在这个起居的时候，点那个排盘的一瞬间，
[00:43:04] 先用手剑指在手机上或在你的屏幕上这么画几圈，或者画个九宫格出来。
[00:43:11] 先虚画个九宫格，一边画一边念这个。
[00:43:18] 然后念完之后你再点那个排行。
[00:43:21] 现在后面也有很多同学这句话其实也是王凤林老师他自己编的。
[00:43:29] 但是不管怎么样，就是我去他是有道理的。
[00:43:33] 那么后面有人就是觉得这句话不够牛逼，不像个咒语是不是？
[00:43:40] 更像一个公式，更像个理论是不是？
[00:43:44] 他为了忽悠那些没文化的人，有很多船的时候就改这句话，
[00:43:49] 他就自己改，
[00:43:50] 就随便去到网上找点这个咒语起居的时候你改改那个州。
[00:43:58] 但我觉得这个更好。
[00:44:04] 就是无极生态仪态，一生两仪，到两仪生四象的时候，你都还可以没有立场。
[00:44:10] 但是到定乾坤的时候，你就一定要有个立场了。
[00:44:18] 起居的时候就要端这个给自己起居的话，很多同学都问给自己起居。
[00:44:24] 我可以告诉你这么一点，如果你要给自己起局的话，你要非常慎重的对待个局。
[00:44:31] 我们给别人起居的时候你不慎重，最少客户还在慎重，
[00:44:35] 他最少他跟宇宙的气场在进行了沟通，他非常有诚意。
[00:44:40] 你断了准有的时候是你占了他的光，你可能就是随便断断。
[00:44:44] 但是你断转的时候，实际上因为客户非常有诚意，
[00:44:48] 你自己给自己断的时候，其实你自己并没有诚意的。
[00:44:52] 有的同学学完之后觉得好像原来找别人断局，
[00:44:55] 找老师断局，断个局花不少钱，找别人断绝也得几十100。
[00:45:00] 学完之后自己可以随意断了，反正不要钱，是不是？
[00:45:04] 大事小事都起一个，你这样的话你的局就建了，建了的话能多少？
[00:45:10] 清洁率小了。
[00:45:11] 所以你如果给自己段局的话，一定可要做到沐浴更衣，全身放松，
[00:45:18] 甚至你都要念一遍选举报告，
[00:45:21] 再找个精随便找什么念念一个先练个什么半个小时准备工作，
[00:45:27] 先准备个半个小时到1个小时再开始给起的局。
[00:45:32] 对我原来是小时候，
[00:45:35] 小时候我们用六爻的时候，那是窑铜钱，
[00:45:43] 摇痛线那还好，摇痛线的话就是整个起这个过程中，你要不断的就放松放静。
[00:45:50] 他最早的时候都是什么火柴棍，也叫试草，比如叫市草。
[00:45:55] 我们用火柴罐，用49个火柴棍来来来起这个过程中，
[00:46:00] 就你排个起那个卦就起1个小时，这个过程中就是你跟宇宙气场进行沟通。
[00:46:08] 所以你给客户起的时候，有的时候我们有些同学套路很深，
[00:46:14] 要求客户先放松入境，是不是然后呢安安静静的默想一下自己心中的问题，
[00:46:20] 想个几分钟，这样其实非常好。
[00:46:26] 是吧？
[00:46:28] 还是要有点仪式感。
[00:46:30] 好，那么像刚才这个局来说，关断了观测点了。
[00:46:43] 但是最终第三，
[00:46:45] 我们从局中出来回到现实。
[00:46:58] 男的是这性格，你有没有办。
[00:47:01] 法改变？
[00:47:05] 你只能怎么样。
[00:47:07] 你只能改变。
[00:47:08] 你自己，通过改变自己去影响别人。
[00:47:16] 所以最后发现像这种局，有的局是别人的问题，是不是？
[00:47:22] 你确实很难弄别人，你其去调整其他的。
[00:47:25] 但是有的局你回到现实中的时候，发现关巧。
[00:47:30] 点经变了。
[00:47:39] 我们绕了一圈就绕回来了，还是那句现话了。
[00:47:43] 但是是不是其实你感觉境界和意义是不一样的。
[00:47:54] 第一步是不是就是关窍在事主，因为。
[00:48:02] 有私害。
[00:48:06] 第二步关窍。
[00:48:08] 在南方啊，因为1比3。
[00:48:15] 第三步，又回到自己了。
[00:48:35] 大山不向我走来，我向大山走去。
[00:48:39] 就是他最终肯定是有个诉求，
[00:48:42] 有个目的，他的目的总是要带来好。
[00:48:47] 是不是所最终。
[00:48:48] 调整还是要调整他自己。
[00:49:00] 对。
[00:49:01] 这个局还。
[00:49:02] 有很多东西可以说，我可以花一点时间一点点说，
[00:49:08] 因为这个局很有代表性，
[00:49:10] 这个局的话你们在很多情况下都会碰到类似的情况，
[00:49:16] 所以很值得去讨论一下。
[00:49:19] 而且讨论点不是在这个局本身，不是在这个局的断法，
[00:49:25] 还是在这种局意味着有他背后的人，
[00:49:29] 背后的事主所发生的事情，
[00:49:33] 代表了一些这个感情中间的社会规律。
[00:49:38] 现在说的这三点大家能。
[00:49:42] 听明白没有？
[00:49:45] 能理解它的意义吗？
[00:49:46] 就是为什么讲这个东西？
[00:49:48] 因为你方才不讲也是一样的。
[00:49:50] 你就直接说那个理论有问题就行了，
[00:49:52] 但是你看不到这一层的话，你是解决不了问题的。
[00:50:01] 这就是看山不是山。
[00:50:04] 与第一层看。
[00:50:05] 山是山，第二层看山不是山，
[00:50:09] 第三层看山又是山，看山又是山。
[00:50:14] 好，不是很懂。
[00:50:16] 我再讲第三点，这个女的不管怎么样，
[00:50:21] 她最后可能是想问，她肯定是放不下这个男的是不是？
[00:50:25] 她是想就以后最终她的诉求，她不是说想知道这个男的怎么想的，
[00:50:30] 她问完男的想怎么想的之后，
[00:50:32] 她肯定想以什么办法以后两个人更加好好的过下去，是不是啊不要再吵架了，
[00:50:39] 是不是，能好好的把他感情走的更好，是不是这样子的，
[00:50:43] 你就分析想想背后的诉求，最终你肯定就要给他建音。
[00:50:48] 像他这种现在这种情况保持下去，能不能复合都很难说。
[00:50:53] 第一个他很难复合了，像这种格局。
[00:50:56] 第二个，你就算复合了以后想走下去，问题还有很多，这些问题你们怎么解决？
